carat,cut,color,clarity,depth,table,x,y,z
0.7,Very Good,G,VS1,61.9,57,5.65,5.68,3.53
2.08,Very Good,D,SI2,62.4,53,8.12,8.19,5.08
0.9,Very Good,E,SI1,63.5,61,6.13,6.07,3.88
0.31,Very Good,F,VS2,62.8,55,4.33,4.37,2.73
0.5,Premium,D,VS2,62.1,59,5.09,5.03,3.15
0.62,Very Good,I,SI1,61.4,56,5.48,5.52,3.36
0.38,Very Good,D,VVS2,60,63,4.66,4.73,2.84
0.31,Ideal,E,SI2,59.5,57,4.42,4.44,2.65
0.35,Premium,E,VS2,60.9,59,4.55,4.52,2.79
1.55,Ideal,E,SI1,61.5,58,7.38,7.42,4.56
0.35,Ideal,D,SI1,61.6,56,4.55,4.53,2.79
0.91,Very Good,J,VS2,62.6,60,6.1,6.18,3.82
0.51,Good,F,VS2,63.8,56,5.09,5.05,3.23
0.73,Ideal,F,VVS1,62.7,56,5.8,5.75,3.62
1.08,Premium,D,SI1,61.2,59,6.63,6.63,4.05
1,Fair,H,SI2,65.1,55,6.26,6.17,4.08
1.51,Ideal,E,VS2,61.2,58,7.44,7.46,4.52
0.24,Ideal,E,VVS2,61.4,57,4,4.09,2.45
0.7,Ideal,E,SI2,62.9,56,5.68,5.7,3.54
0.36,Ideal,F,SI1,62.2,56,4.57,4.58,2.86
0.54,Good,D,SI1,63.8,55,5.17,5.18,3.27
0.91,Ideal,J,VS2,62.6,56,6.17,6.14,3.86
0.38,Premium,F,VS1,60.9,59,4.7,4.68,2.83
0.35,Premium,G,SI2,61.6,60,4.54,4.51,2.79
1.02,Ideal,H,SI1,61.2,55,6.45,6.57,3.95
1.53,Very Good,H,VS1,62.2,55,7.28,7.34,4.55
0.32,Ideal,E,VS2,62,57,4.4,4.38,2.72
0.38,Premium,E,VVS2,60.9,59,4.73,4.77,2.82
0.5,Very Good,F,VS2,63.4,57,5.09,5.05,3.2
1.01,Ideal,E,VS2,61.9,55,6.43,6.38,3.99
0.64,Ideal,H,VVS1,61.7,55,5.56,5.6,3.43
1.23,Good,G,VVS2,61.1,57,6.93,6.99,4.23
1.04,Premium,D,SI1,62.3,59,6.5,6.43,4.01
0.34,Ideal,H,SI1,60.7,56,4.52,4.61,2.75
0.35,Premium,E,VS2,61.4,58,4.58,4.53,2.79
0.3,Premium,F,IF,61.1,60,4.34,4.3,2.64
0.71,Ideal,E,VS2,62,57,5.75,5.7,3.54
0.41,Premium,F,VS1,58.6,62,4.83,4.8,2.88
0.41,Ideal,H,IF,62.1,54,4.76,4.77,2.97
0.56,Ideal,F,VS2,62.6,56,5.28,5.25,3.3
0.53,Very Good,G,SI1,60.2,58,5.24,5.31,3.16
0.23,Ideal,D,VS2,60.9,57,3.96,4,2.42
1.52,Ideal,I,VVS1,63.2,55,7.34,7.33,4.64
0.3,Very Good,G,VVS2,61.8,58,4.22,4.25,2.59
1.02,Premium,G,VS2,62.7,62,6.39,6.34,4.01
1.01,Good,F,SI2,63.3,58,6.33,6.4,4.02
0.56,Very Good,F,VVS2,60.2,59,5.33,5.38,3.23
0.54,Very Good,F,VVS2,61.3,59,5.28,5.32,3.22
1.27,Very Good,H,SI2,61.7,58,6.84,6.95,4.26
0.3,Ideal,I,VS2,62.7,54,4.27,4.3,2.69
0.31,Very Good,J,IF,63.1,56,4.37,4.33,2.74
0.7,Very Good,D,SI2,63.7,57,5.56,5.65,3.57
1.25,Very Good,I,SI1,61.9,58,6.95,6.91,4.27
0.7,Very Good,F,SI1,59.7,60,5.73,5.79,3.42
0.31,Premium,E,VVS1,61.8,59,4.32,4.36,2.68
0.33,Ideal,E,IF,62,55,4.45,4.44,2.77
0.37,Very Good,D,SI1,62.4,56,4.58,4.64,2.87
0.52,Premium,G,VS1,62.6,56,5.11,5.11,3.19
0.53,Ideal,E,VVS1,61.7,56,5.17,5.19,3.19
1.07,Ideal,E,SI2,60.7,56,6.62,6.56,3.98
0.54,Good,F,IF,63.2,56,5.21,5.22,3.28
1.51,Very Good,F,SI1,62.1,56,7.25,7.31,4.52
0.41,Ideal,E,SI2,61.8,57,4.8,4.76,2.97
0.93,Premium,F,SI2,61.8,58,6.26,6.23,3.89
1.72,Good,F,SI1,63,58,7.56,7.52,4.8
1.21,Ideal,H,SI1,61.8,56,6.83,6.92,4.23
1.38,Premium,J,SI2,62.6,59,7.12,7.06,4.44
0.33,Ideal,I,VS2,61.5,54,4.45,4.48,2.74
1.36,Very Good,E,SI2,62.9,58,7.07,7.11,4.41
0.32,Ideal,F,VVS2,60.4,60,4.42,4.48,2.67
0.33,Ideal,G,IF,62.1,54,4.43,4.46,2.75
1.11,Premium,E,I1,62.2,61,6.65,6.58,4.12
0.9,Premium,G,SI2,61.9,62,6.13,6.11,3.77
0.6,Very Good,G,VVS1,60.8,56,5.4,5.5,3.33
1.39,Ideal,I,VS2,63,57,7.19,7.11,4.42
0.33,Ideal,E,VVS2,62.1,55,4.43,4.45,2.75
0.34,Ideal,G,VS2,61.8,55,4.49,4.51,2.78
0.79,Ideal,F,SI1,61.3,56,5.96,6,3.68
2.01,Ideal,F,SI2,61.6,56,8.04,8.05,4.93
0.3,Very Good,G,VS1,63.1,58,4.28,4.23,2.7
1.13,Ideal,I,VS1,60.9,57,6.74,6.87,4.1
1.5,Premium,E,SI1,60,58,7.4,7.39,4.44
0.42,Ideal,G,VS2,60.8,57,4.89,4.86,2.95
0.7,Premium,I,VVS1,61.2,58,5.73,5.66,3.5
0.34,Ideal,J,VS1,61.5,57,4.49,4.51,2.77
2.11,Premium,J,SI2,61,60,8.21,8.16,5.02
0.6,Ideal,I,SI1,61.8,55,5.39,5.44,3.36
1.01,Very Good,E,SI1,62.1,60,6.39,6.42,3.98
1.01,Ideal,F,VS2,61.7,58,6.48,6.43,3.99
0.41,Ideal,F,VS2,61.1,56,4.8,4.84,2.93
0.46,Ideal,F,SI1,62.1,56,4.95,4.91,3.08
0.56,Ideal,E,VS2,61.9,56,5.32,5.28,3.28
1.4,Good,G,SI1,64.3,60,7.02,7,4.44
0.3,Very Good,F,VS2,62.9,58,4.27,4.32,2.69
0.7,Good,F,VS2,60.1,56,5.73,5.78,3.47
0.31,Ideal,G,VVS1,61.9,55,4.37,4.32,2.7
1.54,Premium,I,VS2,59.8,60,7.51,7.42,4.48
0.38,Ideal,I,VVS1,62.5,54,4.64,4.6,2.91
0.74,Very Good,D,VS1,61.7,63,5.79,5.7,3.61
1.04,Premium,G,VS2,62.2,58,6.54,6.51,4.04
3.01,Good,H,SI2,59.3,64,9.35,9.26,5.6
1.54,Very Good,G,VS1,62.8,55,7.27,7.21,4.61
0.8,Ideal,F,VS2,61.3,57,5.97,6.02,3.68
1.08,Premium,E,SI2,60,59,6.62,6.68,3.99
0.32,Ideal,G,VS1,61.3,56,4.46,4.42,2.71
0.7,Very Good,H,SI2,63.4,58,5.66,5.64,3.58
0.52,Ideal,I,VVS1,61.6,56,5.16,5.19,3.19
0.38,Ideal,D,VS1,62,56,4.65,4.65,2.89
1.03,Good,D,SI1,60.1,62,6.48,6.54,3.88
1.11,Ideal,J,SI1,61.3,57,6.6,6.73,4.08
1.13,Very Good,E,VS2,62.3,56,6.6,6.62,4.14
0.32,Premium,F,VS2,61.1,59,4.42,4.42,2.71
1.16,Good,H,SI1,63.9,58,6.6,6.69,4.21
1.71,Ideal,H,VS2,63,58,7.62,7.52,4.76
0.72,Good,F,SI1,63.1,54,5.69,5.7,3.61
2.01,Premium,I,VS2,59.5,63,8.19,8.14,4.85
0.33,Premium,E,VVS1,61.8,58,4.43,4.42,2.73
1.66,Ideal,H,VS2,60.6,57,7.71,7.68,4.68
1.71,Ideal,H,VS2,62.2,56,7.74,7.71,4.75
0.31,Premium,E,VS1,60.9,60,4.36,4.39,2.67
1.09,Ideal,G,VVS2,62,56,6.57,6.62,4.09
1,Ideal,E,SI2,62.9,56,6.32,6.4,3.98
1.54,Very Good,E,SI2,58.9,63,7.54,7.61,4.45
0.72,Ideal,H,VVS1,62.5,56,5.71,5.75,3.57
0.9,Premium,G,SI2,62.8,61,6.08,5.99,3.83
1.07,Good,E,SI2,61.3,63,6.5,6.54,4.03
0.56,Premium,D,SI1,62.3,58,5.33,5.32,3.29
1.03,Very Good,G,VS2,61,54,6.53,6.48,4.01
0.31,Very Good,D,SI1,63.5,55,4.33,4.31,2.73
0.32,Premium,H,VS2,62.3,58,4.35,4.4,2.73
0.39,Ideal,G,VVS2,61.6,57,4.65,4.7,2.89
1.01,Good,E,IF,64.2,63,6.25,6.28,4.02
0.77,Premium,F,VS1,59.5,60,5.95,5.97,3.55
0.7,Very Good,F,VS1,62.8,58,5.59,5.66,3.55
0.36,Very Good,E,VS2,62.9,57,4.52,4.55,2.84
0.72,Ideal,G,SI2,62.5,56,5.74,5.76,3.59
1,Premium,E,VVS2,62.9,58,6.33,6.27,3.96
0.31,Premium,I,VVS2,59.4,59,4.47,4.43,2.63
0.91,Premium,I,VS2,62.2,59,6.21,6.15,3.85
1.51,Premium,G,SI1,62.6,55,7.29,7.23,4.57
0.71,Ideal,F,VS1,61,58,5.77,5.81,3.52
1.01,Premium,G,VS2,62.4,58,6.39,6.35,4.01
1.32,Very Good,H,SI1,62.6,57,6.92,6.95,4.37
0.71,Ideal,I,VS1,62.2,56,5.68,5.72,3.55
1.5,Premium,I,VVS1,62.7,59,7.29,7.25,4.57
0.3,Ideal,E,VS2,62.2,55,4.29,4.32,2.68
1.51,Very Good,E,VVS2,61.4,57,7.35,7.32,4.52
0.5,Good,G,VVS2,63.8,60,4.99,5.05,3.24
0.24,Very Good,E,VVS1,61.5,60,3.97,4.01,2.45
0.52,Ideal,G,VS1,62.8,55,5.14,5.13,3.24
0.33,Premium,D,VS2,60.7,59,4.46,4.46,2.71
0.75,Very Good,H,SI2,61.9,57,5.77,5.82,3.61
0.9,Good,D,VS2,62.6,62,6.1,6.16,3.8
1.35,Premium,J,VS1,62,60,7.12,7,4.36
0.32,Ideal,D,VS2,61.8,56,4.4,4.44,2.73
0.73,Premium,F,VS2,60.3,62,5.87,5.82,3.53
1.52,Premium,F,SI1,62.3,60,7.3,7.28,4.56
0.32,Premium,D,VVS1,62.9,59,4.37,4.33,2.75
0.5,Ideal,G,VVS2,62.7,56,5.05,5.08,3.18
0.36,Premium,G,VS1,61.7,59,4.57,4.59,2.82
1.02,Ideal,F,VS2,62.3,57,6.41,6.45,3.99
1.5,Premium,D,SI2,61.9,59,7.28,7.26,4.54
1,Premium,G,VVS1,62.5,59,6.35,6.39,3.98
0.92,Premium,E,SI2,61.8,58,6.27,6.19,3.84
0.24,Very Good,E,VS2,63.5,57,3.94,3.96,2.51
0.91,Very Good,E,SI1,60.5,63,6.22,6.21,3.76
0.59,Ideal,E,VS1,60.8,56,5.4,5.48,3.29
0.31,Ideal,E,VS1,61.4,54,4.33,4.37,2.67
1.73,Ideal,I,VS1,61.3,59,7.71,7.76,4.72
0.55,Ideal,E,VS1,61.1,56,5.28,5.32,3.24
1.26,Ideal,E,SI2,62.4,55,6.89,6.94,4.32
0.31,Ideal,F,VS2,62.9,57,4.35,4.4,2.74
1,Premium,E,SI1,62.7,60,6.3,6.32,3.95
0.5,Ideal,E,VS2,62.9,55,5.09,5.1,3.2
0.7,Good,E,SI1,59.8,64,5.74,5.69,3.42
0.53,Ideal,D,VS2,61.2,56,5.21,5.25,3.21
0.71,Premium,G,SI2,58.2,61,5.91,5.88,3.4
1.03,Premium,I,VS1,60,59,6.64,6.64,3.98
0.32,Ideal,D,VS2,62.2,56,4.38,4.41,2.73
0.36,Ideal,H,VS1,62.1,57,4.59,4.56,2.83
2.61,Good,I,SI2,64.2,61,8.62,8.58,5.61
0.34,Premium,H,VS2,61.1,59,4.46,4.52,2.73
1.22,Ideal,G,VS1,61.4,56,6.9,6.9,4.23
1.04,Ideal,G,SI2,63.1,56,6.44,6.41,4.06
0.5,Premium,E,VS2,61.3,57,5.13,5.11,3.13
2.03,Premium,G,SI1,59.3,59,8.29,8.15,4.89
1.09,Very Good,G,SI2,60.9,57,6.71,6.74,4.05
1.62,Ideal,E,SI2,63,56,7.45,7.42,4.68
0.43,Ideal,E,SI1,62.9,56,4.83,4.81,3.05
0.39,Premium,D,VVS2,62.9,58,4.63,4.61,2.92
0.7,Premium,H,VS1,60.5,58,5.78,5.73,3.5
0.42,Good,D,SI2,63.1,57,4.74,4.82,3.01
1,Very Good,G,SI2,62.2,57,6.4,6.34,3.96
1.14,Ideal,I,SI1,60.8,57,6.74,6.87,4.09
0.8,Ideal,F,VVS2,62.2,54,5.92,5.94,3.71
0.32,Ideal,D,VS2,62,55,4.4,4.43,2.74
0.57,Ideal,D,VS1,61,57,5.36,5.37,3.3
0.31,Premium,H,VVS2,61.9,59,4.33,4.29,2.7
0.33,Ideal,E,VVS1,62.2,54,4.46,4.47,2.77
0.3,Ideal,E,VS2,61.6,56,4.3,4.33,2.65
0.32,Premium,G,VVS1,62.6,58,4.36,4.4,2.72
0.3,Very Good,F,SI1,60.3,55,4.34,4.36,2.64
0.31,Premium,G,VS1,62.1,58,4.34,4.37,2.7
0.41,Ideal,G,IF,61.6,56,4.79,4.77,2.95
1.01,Good,I,VS2,62.5,61,6.34,6.4,3.95
1,Very Good,I,VS2,61.9,57,6.39,6.41,3.96
0.3,Good,I,IF,63.7,58,4.24,4.28,2.73
0.5,Ideal,F,VS2,61.4,56,5.16,5.13,3.15
0.7,Very Good,I,SI1,63.8,59,5.57,5.65,3.56
0.61,Very Good,J,SI1,62.8,61,5.3,5.34,3.34
0.37,Very Good,I,VS2,60.5,60,4.64,4.68,2.81
0.42,Premium,E,SI2,62.1,59,4.85,4.8,3
0.34,Premium,G,SI1,59.7,59,4.55,4.5,2.71
1.5,Premium,J,SI1,60.5,59,7.36,7.32,4.38
0.77,Premium,F,VS1,60.6,57,5.95,5.94,3.59
2.02,Premium,J,SI2,61.7,59,8.12,8.09,5.01
1.11,Premium,F,VS1,59.4,59,6.82,6.77,4
0.7,Very Good,D,SI2,63.1,56,5.7,5.66,3.59
1.58,Ideal,H,VVS2,62.7,56,7.45,7.39,4.64
0.47,Ideal,I,SI2,62.3,53,5,5.03,3.13
1.2,Very Good,G,SI2,62.9,59,6.75,6.69,4.26
0.3,Ideal,G,IF,61.8,55,4.32,4.35,2.68
0.52,Ideal,F,IF,60.6,57,5.22,5.17,3.15
1.21,Ideal,G,VS1,62.5,57,6.85,6.86,4.25
0.23,Good,E,VVS2,63.3,62,3.84,3.89,2.45
0.3,Ideal,G,SI2,60.9,56,4.35,4.4,2.65
0.3,Ideal,G,VVS1,61.5,58,4.28,4.33,2.65
1.18,Very Good,D,VVS2,61.5,58,6.8,6.82,4.2
0.51,Good,E,SI1,63.6,58,5.04,5.06,3.2
0.32,Premium,D,SI1,58.3,60,4.54,4.52,2.66
1.51,Fair,H,VS2,64.9,58,7.16,7.09,4.63
0.51,Very Good,G,IF,63.8,61,4.99,5.07,3.24
0.31,Ideal,F,VS2,62.2,57,4.34,4.38,2.71
1.03,Premium,H,SI2,62.1,58,6.5,6.45,4.02
0.29,Ideal,E,VVS2,62,53,4.26,4.23,2.64
1.21,Premium,E,SI1,63,57,6.74,6.68,4.23
1.11,Ideal,G,VS2,62,55,6.65,6.64,4.13
0.4,Ideal,E,VVS2,61.7,56,4.75,4.74,2.93
1.28,Ideal,I,VS2,62.9,56,6.99,6.97,4.35
0.71,Ideal,E,VS2,61.1,57,5.71,5.79,3.52
0.39,Ideal,F,VS1,62.3,54,4.65,4.69,2.91
0.4,Ideal,G,SI2,62.4,56,4.7,4.76,2.94
0.23,Premium,E,VVS1,58.6,62,4.03,3.99,2.35
0.28,Ideal,H,VVS2,61.6,57,4.22,4.26,2.6
0.29,Very Good,F,VVS2,61.6,56,4.25,4.28,2.64
0.3,Premium,H,VVS1,62.3,58,4.27,4.29,2.66
0.38,Ideal,J,VVS2,62.5,53,4.63,4.68,2.89
1.7,Premium,G,VS2,62.8,58,7.54,7.51,4.72
1.74,Ideal,E,SI1,62.2,57,7.74,7.54,4.79
1.01,Premium,E,SI1,60.7,59,6.57,6.52,3.94
0.3,Ideal,E,VS2,61.4,56,4.28,4.33,2.64
1.17,Ideal,I,VS2,60.3,59,6.82,6.87,4.08
1,Premium,E,SI1,61,59,6.4,6.42,3.89
0.41,Ideal,H,VVS1,61.4,57,4.79,4.75,2.95
0.23,Very Good,E,VVS2,59,62,4.04,4.07,2.39
0.31,Ideal,G,SI1,61.6,57,4.34,4.38,2.7
0.3,Fair,D,SI1,51,60,4.48,4.44,2.49
0.39,Ideal,G,VVS1,61.8,54.4,4.67,4.69,2.91
0.82,Ideal,D,VS2,61.8,57,6,6.04,3.7
1.11,Ideal,H,SI1,61.6,54,6.69,6.65,4.12
0.56,Fair,E,VS2,64.5,54,5.2,5.22,3.32
0.91,Good,F,SI2,63.9,55,6.1,6.15,3.92
0.33,Good,F,VVS1,63.6,54,4.39,4.39,2.79
1.14,Premium,G,SI1,62.3,58,6.69,6.7,4.16
1.28,Premium,J,SI2,61.3,59,7.06,7,4.3
0.32,Premium,G,SI1,61.6,58,4.43,4.4,2.71
1,Ideal,F,VVS2,61.3,57,6.41,6.5,3.96
1.58,Premium,G,VS1,62.1,59,7.37,7.4,4.6
2.58,Good,J,SI1,62.4,61,8.7,8.65,5.56
0.38,Premium,E,VS2,61.8,58,4.63,4.67,2.87
0.4,Premium,G,VS2,62.8,61,4.72,4.7,2.95
0.56,Ideal,E,VVS2,62.1,56,5.31,5.26,3.28
1.02,Very Good,H,VS2,62.4,57,6.4,6.45,4.02
0.5,Ideal,G,SI1,62.1,56,5.07,5.09,3.17
1.51,Very Good,E,VS2,63.3,60,7.28,7.2,4.58
0.41,Ideal,H,VVS2,62.3,57,4.75,4.78,2.98
1.02,Good,F,VS2,63.9,56,6.43,6.37,4.08
2.04,Very Good,I,VS2,62.5,58,8.09,8.2,5.1
1,Very Good,D,VS1,60,62,6.45,6.49,3.87
0.7,Ideal,G,SI1,62.7,56,5.66,5.7,3.55
0.71,Ideal,E,SI1,61.7,56,5.73,5.74,3.55
0.31,Good,E,VVS1,59,57,4.41,4.45,2.64
0.36,Premium,D,VS2,60.3,60,4.6,4.63,2.76
0.35,Good,H,SI1,63.1,58,4.5,4.48,2.83
0.24,Very Good,F,VVS1,62.3,55,3.97,4.01,2.49
0.4,Ideal,E,SI1,60.5,57,4.81,4.77,2.91
0.26,Ideal,H,VS1,62.1,54,4.09,4.12,2.56
0.31,Premium,E,VS2,61,59,4.34,4.38,2.65
0.31,Ideal,G,VS1,61,55,4.39,4.42,2.7
1.18,Premium,G,VVS2,59.7,60,6.85,6.82,4.11
0.9,Very Good,E,VS2,62.5,59,6.06,6.11,3.83
0.61,Very Good,D,SI1,60.3,60,5.47,5.49,3.32
0.76,Ideal,J,VS2,62.3,57,5.85,5.84,3.57
1.52,Premium,D,VS2,61.2,61,7.36,7.37,4.52
0.6,Premium,F,SI1,60.8,59,5.46,5.45,3.3
0.72,Ideal,E,VS2,60.8,57,5.8,5.77,3.53
1.13,Good,F,VS2,63.8,54,6.61,6.67,4.18
1,Premium,F,SI1,59.8,61,6.44,6.47,3.86
1.03,Ideal,F,IF,62.1,57,6.4,6.5,4.03
0.81,Very Good,G,VVS2,62.3,56,5.87,5.94,3.7
0.95,Premium,E,SI2,62.6,58,6.27,6.21,3.93
1.77,Ideal,H,SI1,62.7,57,7.61,7.63,4.81
0.43,Ideal,D,VS1,61.9,56,4.82,4.83,2.98
1.22,Premium,E,SI1,62.3,58,6.78,6.85,4.25
1.12,Premium,G,SI2,58.8,60,6.8,6.76,4
1.09,Ideal,D,SI2,62.1,59,6.59,6.63,4.08
1.6,Very Good,I,VS2,60,60,7.52,7.45,4.54
0.36,Ideal,G,VVS2,62.3,57,4.57,4.57,2.82
0.53,Ideal,E,VS2,61.5,56,5.19,5.18,3.19
0.75,Ideal,F,SI2,61.5,55,5.88,5.91,3.63
0.31,Good,G,SI1,63.2,59,4.3,4.32,2.73
0.4,Very Good,I,VVS1,63.1,58,4.67,4.7,2.96
1.14,Ideal,F,VVS2,62.3,55,6.71,6.74,4.18
0.55,Ideal,F,VS2,62.7,55,5.27,5.24,3.29
1.04,Ideal,G,VS2,61.9,54,6.53,6.58,4.05
1,Fair,E,SI1,58.1,57,6.51,6.54,3.77
0.92,Premium,G,SI2,59.4,60,6.34,6.28,3.79
0.42,Premium,E,VS2,60.9,60,4.85,4.84,2.94
0.27,Ideal,G,VS2,61.4,55,4.17,4.19,2.58
1.2,Premium,F,SI1,62.4,59,6.78,6.72,4.2
0.71,Ideal,J,IF,61.4,56,5.76,5.73,3.54
0.3,Premium,H,VVS2,63,56,4.27,4.24,2.68
1.88,Very Good,G,SI2,61.3,59,7.97,8.08,4.81
0.3,Very Good,H,SI1,62.2,55,4.34,4.37,2.7
0.27,Ideal,E,VVS2,62.5,56,4.12,4.15,2.59
0.32,Premium,G,VS2,62,58,4.32,4.38,2.71
0.24,Very Good,E,VVS2,63.9,58,3.96,4.01,2.54
1.67,Ideal,H,I1,61.3,55,7.69,7.59,4.7
0.4,Premium,E,SI1,62.9,59,4.68,4.63,2.95
1,Very Good,I,SI1,60.8,60,6.41,6.49,3.89
1.12,Very Good,I,SI1,61.2,63,6.68,6.71,4.1
0.9,Premium,D,SI1,62.7,56,6.16,6.12,3.84
1.02,Fair,F,SI2,65.3,56,6.3,6.24,4.09
0.53,Very Good,G,SI2,60,60,5.27,5.29,3.17
0.53,Ideal,F,VS2,61.3,57,5.26,5.19,3.2
0.31,Ideal,F,IF,62.1,54,4.34,4.36,2.7
1.51,Ideal,E,VS2,61.1,57,7.44,7.46,4.54
0.75,Fair,F,SI1,64.5,60,5.73,5.77,3.64
0.24,Very Good,G,VVS2,62.1,56,3.94,3.96,2.46
0.43,Ideal,D,VS2,60.4,56,4.9,4.88,2.95
0.32,Ideal,F,SI2,60.1,57,4.41,4.43,2.66
0.31,Ideal,F,VS2,60.8,57,4.38,4.41,2.66
1.08,Premium,F,SI1,62.1,58,6.54,6.51,4.08
0.92,Premium,I,SI1,60,59,6.31,6.24,3.79
0.3,Ideal,D,VS2,62.3,55,4.3,4.27,2.69
1.03,Ideal,G,VVS2,62.1,57,6.5,6.46,4.01
2.29,Very Good,J,IF,62.8,57,8.36,8.41,5.22
0.24,Very Good,G,VS2,60.1,59,4.08,4.13,2.44
1.21,Very Good,J,VS2,63,57,6.78,6.74,4.27
2.05,Premium,J,VS2,62.6,58,8.11,8.06,5.06
0.72,Ideal,F,VS2,61.3,56,5.72,5.76,3.54
0.32,Premium,H,VS2,61,58,4.38,4.41,2.67
1.5,Good,F,SI1,61.3,64,7.26,7.3,4.48
1.71,Premium,G,VS2,60.6,59,7.68,7.6,4.64
0.63,Ideal,E,VVS1,59.9,60,5.59,5.59,3.32
1.01,Very Good,D,SI2,60.8,61,6.42,6.5,3.93
1.01,Premium,E,VS2,62.7,58,6.36,6.29,3.99
2.2,Ideal,I,SI2,62.7,55,8.33,8.27,5.19
0.52,Ideal,E,SI1,61.1,57,5.17,5.22,3.17
0.52,Ideal,I,VVS2,60.9,56,5.2,5.23,3.19
0.3,Ideal,E,VS2,62,56,4.31,4.27,2.67
1.22,Ideal,E,VVS2,59.8,59,7.02,7.02,4.16
0.9,Fair,H,VS2,65.5,56,6.11,6.15,4
0.44,Ideal,D,SI1,62.4,57,4.88,4.88,3.03
1.5,Fair,I,SI2,65.1,56,7.16,7.1,4.6
0.71,Very Good,D,VS1,62,61,5.7,5.73,3.56
0.31,Ideal,G,VVS1,61.9,55,4.38,4.4,2.71
0.7,Ideal,D,SI1,61.8,55,5.63,5.71,3.52
0.39,Ideal,F,SI1,61.3,57,4.7,4.71,2.87
0.81,Premium,J,VS1,61.7,60,5.99,5.94,3.72
0.81,Very Good,G,VS2,61.1,56,5.97,6.02,3.65
0.9,Good,F,VS2,62.7,58,6.08,6.1,3.82
1.3,Ideal,H,VS1,62.5,56,6.98,7.03,4.36
1.05,Very Good,E,VS2,61.6,59,6.48,6.55,4.02
1.25,Premium,I,SI2,60.1,59,7.02,6.97,4.22
0.57,Ideal,H,VVS1,61.6,55,5.37,5.37,3.3
1.32,Ideal,G,VS1,61.7,55,7.04,7.08,4.35
0.31,Premium,D,SI1,60.9,58,4.37,4.32,2.67
1.19,Ideal,J,SI1,62.2,55,6.84,6.8,4.23
2.22,Premium,F,SI2,59.2,59,8.52,8.51,5.04
0.9,Very Good,G,VS2,63.1,58,6.15,6.04,3.87
2.01,Good,E,SI2,64.7,59,7.78,7.79,5.08
0.3,Premium,G,VVS2,62.8,57,4.29,4.26,2.69
0.51,Ideal,G,VS1,61.7,56,5.11,5.16,3.18
1.05,Ideal,G,VVS1,60.7,55,6.62,6.68,4.03
0.71,Ideal,D,SI1,60.9,59,5.74,5.78,3.51
2.03,Premium,G,SI1,61.6,58,8.04,8.13,5
0.28,Very Good,E,IF,59.8,56,4.27,4.3,2.56
1.58,Premium,F,SI2,63,60,7.44,7.37,4.64
1.51,Premium,G,VS2,60.4,58,7.38,7.35,4.46
0.4,Premium,D,SI2,61.7,58,4.74,4.7,2.9
0.9,Very Good,H,SI1,62.3,61,6.14,6.2,3.85
0.5,Good,D,SI2,63.1,57,4.98,5.03,3.18
0.74,Ideal,E,SI2,61.9,57,5.79,5.78,3.59
0.24,Very Good,E,VVS1,61.7,57,3.98,4,2.45
0.79,Ideal,I,VS1,61.6,59,5.97,5.93,3.68
0.51,Ideal,E,VS2,61.5,55,5.16,5.18,3.17
0.82,Premium,E,SI2,60.1,60,6.04,6,3.63
0.72,Premium,G,SI1,60.6,62,5.78,5.72,3.48
0.7,Ideal,G,VS1,61.4,57,5.69,5.72,3.52
0.71,Very Good,E,VVS1,62.3,59,5.65,5.69,3.54
0.4,Ideal,D,VS2,62.3,55,4.72,4.76,2.94
2.54,Ideal,G,SI2,62.5,56,8.77,8.67,5.43
0.7,Very Good,F,VS1,62,57,5.64,5.69,3.51
0.7,Premium,G,SI2,62,61,5.65,5.62,3.51
0.38,Premium,G,SI1,61,60,4.68,4.62,2.81
2.09,Premium,I,VS2,60.7,61,8.23,8.16,5.02
0.61,Ideal,G,SI2,60.5,56,5.43,5.48,3.35
0.37,Very Good,G,VVS2,63.1,56,4.57,4.55,2.89
0.4,Premium,I,VVS1,61.8,58,4.72,4.75,2.93
0.6,Premium,D,SI1,62.3,55,5.45,5.44,3.38
1.58,Premium,G,VS1,62.6,58,7.43,7.37,4.64
0.3,Premium,H,VS1,62.5,59,4.26,4.23,2.69
0.3,Ideal,G,VS1,62,58,4.32,4.35,2.69
0.83,Ideal,E,SI1,63,56,5.94,5.97,3.76
0.31,Good,D,SI1,63.5,55,4.28,4.33,2.72
0.4,Ideal,I,VVS2,61.6,56,4.74,4.77,2.93
0.54,Very Good,D,VS2,58.2,58,5.36,5.39,3.12
1.06,Ideal,I,SI2,62.7,57,6.53,6.49,4.09
1.21,Premium,E,SI2,61.9,60,6.88,6.78,4.25
1.13,Ideal,F,SI2,62.1,59,6.7,6.65,4.14
0.63,Very Good,D,IF,61.5,55,5.54,5.52,3.41
0.52,Ideal,H,VVS1,60.7,57,5.25,5.2,3.18
0.29,Very Good,E,VVS1,58.9,59,4.35,4.37,2.57
0.72,Ideal,I,VS1,61,56,5.76,5.8,3.53
0.36,Premium,D,VS2,61.8,58,4.59,4.51,2.82
0.4,Very Good,G,SI1,62.7,56,4.67,4.7,2.94
0.3,Ideal,F,VS1,61.9,55.1,4.34,4.29,2.67
1.2,Premium,F,VS2,61.8,58,6.86,6.79,4.22
0.57,Ideal,E,VS2,60.4,56,5.34,5.38,3.24
0.39,Premium,F,VVS1,62.7,59,4.64,4.61,2.92
0.81,Ideal,G,VS2,62.2,55,5.95,5.91,3.73
